trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.5775270487619547}",20,0,-30.799072549595675,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.5757970638904645}",25,10,-59.96088554326635,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.574072261196436}",20,2,-65.35951138662465,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.5723526251566332}",25,10,-13.307511174960569,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.5706381402943203}",20,0,-102.82682663265774,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.5689287911791218}",20,0,-33.39757230681164,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.5672245624268841}",25,10,-79.03146103452124,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
190,False,"{'a': 0.5, 'e': 0.5655254386995371}",30,0,-74.68197230930255,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.5638314047049556}",20,0,-46.51250526717554,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.5621424451968224}",20,12,6.528552751952236,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5604585449744904}",20,0,-64.29751812864967,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.5587796888828463}",25,0,-49.950649996491215,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.5571058618121739}",20,0,-83.45081707811943,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.5554370486980182}",35,3,-16.426066795330513,"{0: 28, 1: 1, 2: 1, 3: 2, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.5537732345210501}",20,5,-9.80538653497564,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.5521144043069306}",20,3,-38.52962692366828,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.5504605431261766}",25,8,7.360033168643939,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.5488116360940265}",25,0,-187.0315245758023,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
201,False,"{'a': 0.5, 'e': 0.5471676683703055}",25,0,-81.26573320673079,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.5455286251592933}",20,0,-38.73774680239869,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.5438944917095899}",20,13,-38.713880318882474,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.5422652533139832}",20,15,-12.955119776833977,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.5406408953093166}",20,9,-17.55691502318469,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.539021403076357}",20,0,-27.921829704180233,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.5374067620396636}",20,3,-43.86169808077184,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.535796957667456}",30,20,-7.189133305132424,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.5341919754714841}",20,0,-101.26822955429195,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.5325918010068972}",20,0,-54.017568473892155,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.5309964198721143}",20,9,-16.59114240115747,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.5294058177086945}",25,11,7.5027534098106825,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.5278199802012077}",20,0,6.261944294162498,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.5262388930771054}",20,0,-36.0865126658459,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.5246625421065929}",20,0,3.564328091156278,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.5230909131025008}",20,13,14.909532466635717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.5215239919201575}",25,2,-68.93478660259822,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
218,False,"{'a': 0.5, 'e': 0.5199617644572618}",25,0,-92.18919193589474,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.5184042166537559}",35,0,-35.020570192535715,"{0: 28, 1: 2, 2: 4, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.5168513344916992}",30,9,-36.05665880047595,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.5153031039951417}",20,3,-58.55208560748226,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.5137595112299983}",20,0,-20.658270930349364,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.512220542303924}",35,0,-76.10964853126073,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.5106861833661879}",25,11,-30.615567918740613,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.5091564206075492}",25,0,-0.1843081866670213,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.5076312402601327}",25,2,-16.439627668879943,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.5061106285973052}",25,3,-4.016675127904557,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.5045945719335512}",25,8,4.391490452681513,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.5030830566243506}",20,1,-20.37524020508316,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.5015760690660555}",20,0,4.972117372736339,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.5000735956957676}",25,3,-13.522840679591498,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.4985756229912165}",30,12,-25.149514047603603,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.4970821374706377}",20,2,-41.1267106557957,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.4955931256926514}",25,14,0.4419582732097136,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.4941085742561417}",25,18,-35.403980170490634,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.49262846980013547}",25,7,0.49811098001764087,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.4911527990036827}",25,19,0.5502079658157086,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.4896815485857362}",25,0,-91.69814626235144,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.4882147053050323}",25,0,-78.83210989881432,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,0,-22.795118193303136,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.4852941873885002}",35,0,-34.273979820674654,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.483840486467991}",25,15,-22.480576101263548,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.4823911401151259}",30,14,-62.10868010335381,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.480946135285778}",25,11,-0.29403587594221303,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.4795054589748941}",20,6,-2.025167565224928,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.4780690982163776}",20,11,10.101691028600415,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.47663704008297203}",20,0,-21.612531075733163,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.47520927168614446}",25,5,-42.274393721243996,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.4737857801759698}",25,8,-36.03521539209621,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.4723665527410147}",25,15,-3.517931076612661,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.4709515766082228}",20,14,-13.843686585690515,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.46954083904279925}",20,8,-8.671839073854024,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.4681343273480965}",25,13,1.800553868338982,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.46673202886549986}",30,0,-15.312304986323266,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.4653339309743134}",35,7,-60.210101155722526,"{0: 23, 1: 3, 2: 0, 3: 0, 4: 2}",1
256,False,"{'a': 0.5, 'e': 0.4639400210916467}",20,9,6.7092780345396426,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.4625502866723014}",20,0,1.8346176396662042,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.4611647152086584}",25,17,15.574612795970161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.4597832942305652}",20,0,1.280525013958611,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.4584060113052235}",20,14,9.550955407683421,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.4570328540370779}",25,0,-70.85172352447194,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.4556638100677035}",25,12,-4.069744187033529,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.4542988670756955}",30,17,-65.6342633215492,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
264,False,"{'a': 0.5, 'e': 0.4529380127765577}",20,8,-70.5430354846911,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.4515812349225922}",20,0,-7.065076494124602,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.45022852130278923}",25,8,19.352815580239483,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.448879859742717}",20,0,-122.68595389322063,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.44753523810441237}",20,6,-17.547856223974968,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.44619464428627154}",25,13,14.590304021326695,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.4448580662229411}",20,7,-41.94608226287524,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.4435254918852095}",20,4,-49.27261485532154,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.44219690927989863}",20,10,-3.54062402845049,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.4408723064497561}",25,12,-19.627199400722173,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.43955167147334756}",20,0,-29.07473511311401,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.4382349924649492}",30,14,26.444668743632036,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.43692225757444114}",20,9,-21.934657087870526,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.43561345498720044}",20,0,-32.82270517011712,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.4343085729239951}",20,2,-26.58220365795093,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.43300759964087765}",30,5,-49.885289318369665,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.43171052342907973}",20,3,3.5346520661165917,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.43041733261490667}",25,7,-8.553235571321999,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.42912801555963254}",25,11,-5.319531195204334,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.427842560659395}",25,0,-27.968964359021907,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.4265609563450914}",30,0,-43.258606636434614,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.42528319108227414}",30,8,-47.92687860677725,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.4240092533710473}",20,1,-26.27223555810925,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.42273913174596284}",25,12,4.65663553060335,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.42147281477591764}",30,0,-34.35403827509117,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.4202102910640503}",25,14,-10.905785318937784,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.418951549247639}",20,0,-2.182206873924471,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.4176965779979988}",25,9,-70.78811492754775,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
292,False,"{'a': 0.5, 'e': 0.41644536602038007}",20,1,-51.30097193033784,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.4151979020538666}",20,8,-0.3416223182546443,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.4139541748712741}",20,7,-3.781689464918293,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.4127141732790497}",35,12,-0.7116307077792368,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.41147788611717057}",30,0,-22.35139273849109,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.410245302259044}",25,0,2.76357943681589,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.4090164106114069}",25,0,-74.2793473173453,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.4077912001142262}",25,16,-39.087382534243375,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,6,-19.60351443560492,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.405351778496654}",20,2,2.3329302911014995,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.4041375454214515}",25,0,-38.78584859521867,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.40292694958688574}",20,12,15.053410090047484,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.401719980097586}",20,0,-51.95953209740772,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.4005166260908188}",20,2,22.05003126857439,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.3993168767363899}",20,6,-15.481358685023444,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.39812072123654696}",25,4,-43.1964308714129,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.39692814882588245}",30,16,-46.41500392255409,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.3957391487712367}",20,6,0.9226606299016273,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,2,-86.75134466110582,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
311,False,"{'a': 0.5, 'e': 0.3933718229580221}",25,19,-1.3585925609472564,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.39219347589350495}",20,16,6.688320255393433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.3910186585729182}",20,13,-29.625973686283846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.38984736042289797}",25,17,16.09119206120629,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.388679570901753}",20,0,11.400811569790084,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.3875152794993697}",25,2,-64.40253580379111,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
317,False,"{'a': 0.5, 'e': 0.3863544757371177}",20,8,-3.509724618095195,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.38519714916775516}",20,13,-21.381233746934615,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.3840432893753353}",20,10,-1.0240849771302507,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.38289288597511206}",30,13,-25.591876172790673,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.3817459286134471}",20,10,-2.175546736804418,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.38060240696771647}",30,6,6.962581647092635,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.37946231074621756}",20,12,6.031468353263412,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.3783256296880768}",20,0,-3.026937596693859,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.37719235356315695}",25,12,16.12041341122935,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.37606247217196515}",20,15,-10.922963860272864,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.37493597534556133}",20,0,27.577567913867313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.3738128529454665}",30,0,-60.11362239531626,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.3726930948635714}",30,15,24.499087401823644,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.3715766910220457}",35,27,8.76216389972509,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.37046363137324734}",35,21,-21.525558719290736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.369353905899632}",25,20,10.407921676171886,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.3682475046136629}",30,0,-117.25462920907052,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
334,False,"{'a': 0.5, 'e': 0.36714441755772104}",20,0,-19.83321416190985,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.36604463480401533}",25,13,17.94091754958617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.36494814645449375}",30,0,-74.83111483444902,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.3638549426407535}",20,7,-22.872452854655098,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.36276501352395324}",25,15,6.098687367866146,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.36167834929472326}",25,9,13.823774490827333,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.3605949401730783}",20,10,-27.26904713390861,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.35951477640832885}",20,11,-34.90551422129132,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.3584378482789939}",20,0,-26.207884282091676,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.3573641460927129}",20,0,-70.79738572769459,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.3562936601861588}",25,10,6.050230666206799,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.3552263809249515}",30,2,10.049562413012072,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.35416229870357024}",20,0,-6.74323939263206,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.353101403945268}",20,15,2.6056968742160995,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.3520436871019846}",20,11,15.30831286163273,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.35098913865426146}",25,17,-19.686224768568742,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.3499377491111553}",20,10,0.1375483000447646,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.34888950901015336}",20,7,-12.440741349184597,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.3478444089170874}",25,2,-3.7804599421042755,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.34680243942604977}",20,1,-94.1038107557307,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
354,False,"{'a': 0.5, 'e': 0.34576359115930777}",25,12,6.318531353498727,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.3447278547672202}",20,0,-41.971664651303385,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.34369522092815236}",20,0,-86.19368816485651,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.3426656803483929}",30,0,-13.054524950706488,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.34163922376206945}",25,0,-63.524355519190394,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
359,False,"{'a': 0.5, 'e': 0.3406158419310661}",35,24,-8.530989945616213,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.3395955256449391}",25,14,11.917318198744965,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.3385782657208353}",20,11,4.3335875521165965,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.33756405300340836}",20,0,-34.09266803419931,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.336552878364737}",35,0,18.302366264548482,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.3355447327042427}",20,3,-18.881187118443247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.3345396069486076}",20,4,-18.612708007658274,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.3335374920516932}",25,0,-39.10619619404224,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
